userName,score,at,content,Gameplay,Visual,Performance,Feature
Tegar Anugrah,2,2023-04-26 23:16:07,"Tolong diperbaiki, perangkat saya menggunakan snapdragon 8 gen 2, iQOO 11. Namun sering mengalami force close yang tidak jelas, dimohon untuk pihak pengembang melakukan optimalisasi di perangkat ini",-1,-1,-1,-1
Bramantara Suro Suma Guci,1,2023-04-26 3:52:35,"1 aja dulu, soalnya game eror 1001_2 mulu, udah dari jam 9 an tadi, banyak player yang udah bisa main, eh ane gak bisa masuk. Tolong developer diperbaiki masalahnya",-1,-1,-1,-1
Abdilah Muhammad,3,2023-06-03 4:09:34,"Bug pink di redmi note 4,tolong segera di fix,banyak terjadi juga di device lain,sebelumnya honkai impact lancar2 saja untuk grafik hanya masalah lag saja.",-1,-1,-1,-1
Rafisal Gaming Indonesia,3,2023-05-02 15:08:09,"tolong grafik nya distabilkan seperti genshin impact 🙏 dan juga hadiah battle pass nya tolong diganti dengan karakter baru ditambahkan skin karakter kalo cuman kartu gak work it untuk harga 325 ribu, untuk gacha mendapatkan Selene susah banget persentase nya kecil banget.",-1,-1,-1,-1
Teguh Faist gisang,2,2023-04-29 9:19:30,Gamenya bagus tapi terjadi bug ketika saya habis buka tas dan saya gak bisa jalan ke mana pun cuman bisa ganti kerakter sama buka tass tolong bug nya di perbaiki lagi itu sangat menganggu,1,-1,-1,-1
Sal.,5,2023-04-26 14:47:34,"Overall bagus,cuman masalah saat loading sebelum masuk ke dalam game bermasalah (loading kereta) disitu jaringan saya lancar tapi selalu terjadi gagal login padahal jaringan bagus,kalau pakai kuota internet baru bisa login padahal lebih lemot dari pada wifi yg saya pakai",1,1,-1,-1
VL,4,2023-04-26 16:12:58,"Gamenya bagus, cuma ada kendala signal dan login.. Pas login kadang error, tapi game nya bagus untuk segi pertarungannya+kalau bisa jangan terlalu nyemak grafik+soundnya",1,-1,-1,-1
Warahime Yoruchino,4,2023-05-19 6:43:39,"Game nya sangatlah bagus, tetapi setiap loading masuk ke game nya, pasti bakal ada kata-kata ""error"". Itu sangatlah mengganggu, jika bisa tolonglah perbaiki.",1,-1,-1,-1
Xzfaa,5,2023-04-27 10:36:04,"Gameplay yg cukup simpel tidak ribet2 jadi bisa di buat santai. kalau kekuranganya blm banyak yg terlihat, mungkin karena masih baru. Semoga kedepanya makin baik untuk game ini👍",1,1,-1,-1
mohamad to'at,4,2023-05-11 20:26:43,"Tolong perbaikannya untuk spek hp rendah soalnya suka keluar sendiri, tolong tambahkan kualitas grafik lebih rendah dibawah lagi, soalnya game ini menarik namun sayang jika hanya orang2 tertentu saja yang menikmatinya 👍👍👍👍",-1,-1,-1,-1
Ahmad zaim Nasution,5,2023-05-15 13:46:04,Game nya sangat bagus ini adalah game trun base pertama yang saya suka tapi saya berharap kedepannya ada fitur co op kayak genshin.dan juga hoyovers untuk relic tolong supaya orang lain bisa cek supaya kami player gak penasaran sama gimana orang lain build karakter nya dan kami bisa mempelajari gimana player lain build karakter nya dan juga untuk story saya harap sebagus honkai impact3. mengingat cerita honkai star raill dan honkai impact3 berhubungan. saya harap welt dapat peran yang menarik,1,-1,-1,-1
Hac STGM11,5,2023-04-26 5:00:39,"Beuh recomended dah buat pencinta genre turn based, karna aku mantan pemain persona,jadi mudah mainnya, cerita nya unik, desain karakter yg menarik sama gameplay yg memanjakan mata banget dah",1,1,1,1
Rafka Pratama,2,2023-04-26 15:34:07,"Waduh ko putih semua di hp gw, map, caracter sam musuh keliatan, tapi grafik ruangan nya ngga ada cuma white screen doang, males banget udah download gede2 tapi di in game nya masih ke gini..buat kecewa player aja",-1,-1,-1,-1
Daffa Fathoni Hadi,2,2023-04-29 9:09:00,"Secara keseluruhan seru. Hanya saja kalian benar-benar menjiplak UI Genshin Impact. Saya tahu bahwa video game ini dibawah satu developer yang sama, maka dari itu kalian serius tidak dapat menyuguhkan hal baru dari segi UI? (saya mungkin akan berhenti bermain setelah 2 bulan)",1,-1,1,-1
Karim,5,2023-04-28 5:16:54,Bagus sih tapi kenapa ya setelah di-update bangunan nya putih pas diubah ke grafik tinggi padahal sebelumnya gak gini lancar lancar aja tapi sekarang udah gua balikin ke sangat rendah masih tetep putih.. atau mungkin karena masalah device gua ya?,1,-1,-1,-1
Abiel Kanugrahan,4,2023-05-06 12:21:00,"Gamenya bagus bangetttttt, cuma mungkin karena masih game baru rilis, jadi masih kurang optimal di hp aku. Teruntuk developer tolong di lebih optimalkan ya, kalo dah optimal ku kasih bintang 5",1,-1,-1,-1
hario dimas,5,2023-04-26 12:35:19,"Grafiknya memanjakan mata para player dan game play nya lumayan mudah bisa dibilang, kekurangan nya ya masalah leg doang terimakasih hoyoverse sudah mengeluarkan game honkai star rail ini.",1,1,-1,-1
Muhamad Azis Abdilah,5,2023-05-28 1:31:36,Sangat bagus baik segi grafik maupun segi pertarungannya namun bagi pemain f2p akan kesulitan ketika lawan boss yg tidak sepadan dengan karakter yg didapatkan sehingga menyulitkan meneruskan cerita pada game,1,1,-1,-1
Stella Agatha0923,3,2023-05-21 23:20:06,Weh ini kenapa gk mau login sih?? Error mulu pas mau login. Tolongin dong padahal gamenya terlihat bagus pas aku lihat di youtuber mainin. Tapi pas mau dicoba malah error 😫😫,-1,-1,-1,-1
13. Muhammad Hafidz Ramadhan,5,2023-04-24 8:40:13,"Dimohon Literasi. Dideskripsi aplikasi sudah dituliskan kalau akan rilis tanggal 26 nanti. Kalian bisa install aplikasi dan download data didalamnya, akan tetapi kalian belum bisa memasuki game tersebut sebelum tanggal 26. Biasakan membaca dan mencari tau kabar terlebih dahulu.",-1,-1,-1,-1
Marchello Evander Violian,5,2023-05-22 11:14:33,"Plot ceritanya menarik, gameplay asik, kekurangan, material"" Up char yang lumayan sulit didapatkan di saat masih awal game... Tapi masih ada solusinya jadi nice lah buat Hoyoverse... (Kasih gacha wangi lah :v )",1,1,-1,1
adhi dah,1,2023-05-05 0:53:31,"Tampilan karakter ud jelas tp kenapa selain tampilan karakter yg laen kelihatan putih semua,ud set tampilan dri yg rendah ke tinggi sampek sebaliknya sama fps dri rendah ke tinggi tetep sama aja selain karakter yg lain kelihatan putih semua. efek bug yg membanggongkan tlong perbaiki lg, klo ud rate bintang nambah lg",-1,1,-1,-1
Ajik Anggiaripandi,3,2023-05-10 14:12:52,"Udah download tambahan file. Login akun bisa. Jaringan stabil. Tp knapa giliran memulai game malah eror terus?nyoba berkali² tp tetap sama,eror terus.",-1,-1,-1,-1
wazzoski,5,2023-04-30 5:07:05,"Permainan yang santai,teka²teki yang berfariasi,jarang ada bug (ketika saya main) menurutku ini game turn based terbaik di android sih,Gridingnya juga mudah, optimalisasi semakin membaik (semangat staf hoyovers) sekian itu sja dari saya, baiklah sekarang berikan saya bronya,dan berikan keberuntungan pada akun saya:)",1,1,1,1
Febri,5,2023-05-10 6:59:46,"Gamenya Turn Base yang permainannya serang bergantian dengan musuh, banyak elemen di character ini, untuk yg suka anime dan turn base, bagus. Download aja",1,1,-1,1
Tofikk Sb,4,2023-05-07 2:22:04,"game nya bagus si menurutku, ... cman buat game playnya blum terbiasa, karena udh biasa barbar main genshin si 😄 ,... problem ku cma 1, waktu pertama login ko force close sendiri si, setiap awal login psti gtu ... padahal genshin yang secara notaben lebih berat ga gitu, ... terimakasih 👍",1,1,-1,1
Dedy R,5,2023-05-23 2:33:17,"Saya bermain di server Asia dan kendala untuk log in susah sekali sering error saat log in. dan saya pikir tidak hanya saya tapi player lain di server Asia juga merasakan hal yang sama, mohon di perbaiki dan di tingkatkan lagi demi pengalaman bermain yang menyenangkan..",-1,-1,-1,-1
Muhammad Hidayatullah,5,2023-04-27 5:36:49,"Game nya bagus banget tapi hp gw kentang banget main patah patah😂, saran: tolong sedikit dikurangi persyaratan device tinggi biar yang device rendah bisa nikmatin nih game, itu aja sih makasih. Btw waifunya pada wangi² + cakep²🗿",1,1,-1,-1
Rizahsalma 18,5,2023-04-27 12:03:18,"Gameplay nya seru cuma ceritanya yang kurang paham tapi gpp, game nya lebih ke singgle player rpg cukup enjoy aja. Rating nya sedikit karna udh pada rating 1 sebelum server di buka. Tolong budaya kan membaca, walau game nya keluar saat 24 april itu server nya buka saat 26 april",1,-1,-1,-1
Raine Ks,5,2023-04-26 2:00:08,"Mohon maaf untuk pihak developer saya memohon pemperbaiki game ini karna saat membuka game ini Hp saya mati sendiri padahal game setara genshin impact masih bisa saya mainin tanpa masalah oleh karena itu saya mohon kepada pihak developer untuk memperbaiki masalah ini. Perangkat yang saya gunakan adalah Vivo nama perangkatnya V2022y dengan prosesor Qualcomm® Snapdragon™ 665 dan GPU Adreno (TM) 610, lalu Ram 8 GB dengan penyimpanan 128 GB",-1,-1,-1,-1
Adi Then,5,2023-06-01 9:41:53,"Gamenya bagus,tapi aku ada tambahan untuk genshin dan star rail pemilihan gender MC bisa diganti dengan pembayaran/micro transaction,jadi kalo gak puas sama trailblaze cowok bisa ganti ke trailblaze cewek,bisa ganti MC dengan mengeluarkan duit atau payment,itu aja saranku",1,1,-1,1
Fadli Rohim,5,2023-05-15 3:03:25,"Min, bugnya yang masih ada benerin dong sama kalo cutscene minimal jangan patah-patah lah, mau liat cutscene malah ke skip sue. Ikutin papahmu tu GI sama HI3rd cutscenenya gak ada yang patah-patah.",-1,-1,-1,-1
ZaN,5,2023-04-26 2:25:47,"Padahal udah berharap bisa mainin ni game tpi pas download sumber daya Mala kluar sendiri,padahal main ganshin lumayan lancar,untuk developer semoga kedepan nya bisa lebih di perbaiki lagi buat user android kentang kaya saya agar lebih bersahat jga buat penyimpanan:v",-1,-1,-1,-1
Bima zhafran,5,2023-04-27 15:38:13,"overall game nya bagus, dari segi grafik story dll, tapi yang kurang animasi pas tarungnya kurang wah gituu kaya trlalu b aja , maaf ya ini sekedar kritik aja,tapi overall game nya tetep bagus kok layak dimainkan!!",1,1,1,1
Arya Abdillah,3,2023-05-20 20:48:53,"Game nya seru, tapi event masih kurang, dan cara mendapatkan stellar jade nya juga kurang banyak, akan susah jika hanya mengandalkan daily, tolong jadi perusaahan jangan terlalu kapitalis, pendapatan kalian pasti sudah banyak dari game hoyo verse lain , cerita utama segera di tambah kalau bisa",1,-1,-1,-1
CannonBoom Ch,5,2023-05-14 15:32:05,Game Turn Base RPG Terbaik Yng pernah saya mainkan. Dimulai dari karakter dengan design yng bagus dan world yng memanjakan mata.. Update game ini jadi lebih baik...,1,1,1,1
Rendy Wijaya,2,2023-05-18 5:14:23,"Untuk pihak mihoyo tolong perbaikan lagi aplikasi nya soalnya saya tidak bisa mendownload resource nya padahal penyimpanan nya gak penuh tapi kok tetep gak bisa ya udah ganti jaringan seluler dan WiFi namun sama saja gak bisa,jadi tolong lah hargai kami sebagai fans mu dan sekarang saya tidak bisa bermain bersama teman soalnya saya belum bisa mendownload resource pada akhirnya saya bingung harus berbuat apa agar saya bisa akur kembali dgn teman-teman saya🙏😭🥀",-1,-1,-1,-1
Raihan Fadhillah,5,2023-04-26 19:58:47,"Bintang 3 dlu ya min, karna Saya Masih tidak bisa masuk ke Gamenya, Tulisannya ""login eror, silahkan coba lagi"" Mohon diperbaiki segera min. Device saya Poco F3 masih banyak penyimpanannya padahal",-1,-1,-1,-1
Adithya Prasetio,5,2023-05-26 4:14:40,"Good lah, story lumayan, grafik bagus, gameplay seru, bikin kecanduan main terus. Walau device radak kentank tapi masih enjoy lah. Cuma kurang di jaringan aja. Good lah👍👍",1,1,-1,1
Harsono Aridharma,3,2023-05-12 21:03:29,"Baru mau download data aja udh ad kendala sy, pas mau download sering bngt fore close padahal memori masi banyak, SM pas masuk honkai star rail ny ngelag bngt gtw karena jaringan ato sbgnya. Tolong untuk pihak developer lebih di optimalkan",-1,-1,-1,-1
Carlos Susilo,3,2023-05-05 3:22:41,"Game seru, namun terdapat musuh yang sangat sulit serta level up character sangat dipersulit harus menunggu level equilibrium jadi sangat sulit untuk membuat progress dengan kondisi seperti ini.",1,-1,-1,-1
keisha Zaskia Marabel,5,2023-05-27 13:20:03,bagus sih dengan device saya yang ram nya cuma 4GB dan Rom 64GB udah bisa main ini game berat walaupun grafik nya gabisa mentok kanan thats not a problem to me.,1,1,-1,-1
Muzakki Yusuf Apriansah,5,2023-04-27 9:10:39,"Gameplay dari gamenya menurut saya sangat unik & keren untuk dimainkan. Grafisnya juga sangat memanjakan mata, dan story di game ini juga sangat seru. Overall ini game sangat luar biasa jadi saya kasih bintang 5, semoga kedepannya semakin banyak event yang menarik agar pemain di game ini semakin ramai & banyak.",1,1,-1,-1
Ini Orang,5,2023-05-09 7:42:56,"Mantab story nya bagus, f2p pun bisa B4 nya bagus-bagus. Selain itu juga banyak Hidden Achivement, bikin lebih niat menjelajahi setiap sudut dalam game.",1,1,-1,1
Farhan Priyatno,2,2023-04-27 12:48:20,"Saya baru download game ini, tetapi mengapa katika saya log in dan masuk ke in game nya ada pemberitahuan login eror. Padahal jaringan saya bagus. Tolong di perbaiki/ periksa kembali kerusakan/ bug yang masih ada di dalam game ini😁🙏",-1,-1,-1,-1
Irene Stefani,4,2023-05-09 12:26:38,"Overall bagus, cuman waktu mau login sering banget ada bug error. Mungkin kedepannya bisa cepat diperbaiki biar mainnya makin puas 👍🏻",1,1,1,-1
Defri Emr05,5,2023-04-23 16:49:09,"Wah, aku download ah game nya. Setelah beberapa jam kemudian, wah dah siap download nya di app store, waktu nya masuk ke game, lalu, wah 7GB download ah, setelah 3jam kemudian wah dah siap, main ah, setelah star lalu... wah selamat anda bisa bermain tanggal 26 april. Dah lah males lama banget 🤦🏻🤣",-1,-1,-1,-1
Kelvin,3,2023-05-01 8:28:57,"Baru login masih lancar2 aja, tapi pas pertengahan main tiba2 background nya berubah jadi putih semua, udah relog berkali kali tapi masih sama aja, tolong dong gimana cara balikin nya",-1,-1,-1,-1
miethcraft zafi,4,2023-05-07 12:31:39,"Gamenya seru, ada bagian yg memeras otak buat mikir cuma terlalu memaksa gpu untuk bekerja dan itu bikin hpnya cepat panas, dan membuat pengalaman bermainnya berkurang tapi worth it lah buat dimainin",1,-1,-1,1
Bedeen xGaming,4,2023-05-03 0:49:30,"Moonton tolong optimasi lagi masalah grafik untuk hp kelas menengah masih sedikit patah patah,dan di setiap scene pasti bug suara jadi kresek kresek tolong di update",1,-1,-1,-1
makan geming,5,2023-04-27 14:23:52,Game turn base terbaik!! 1.grafiknya gila bagus banget 2.story bagus banget kayak game mihoyo lainnya(story nya berat ke honkai impact tapi gak main honkai impact tetep bisa main kok) 3.gameplay gak ngebosening(bagi aku karena aku suka game turn base) 4.charakternya bagus bagus banyak waifu dan husbu 5.voice aktornya bagus banget 6.gachanya lumayan lah gak susah susah amat,1,1,1,1
Rafan Maulana,5,2023-04-28 10:48:29,Seru banget game nya alur nya menarik buat rate gacha nya sih agak ngeselin hahah tapi saya sih berharap bisa main bareng dengan teman jadi seperti genshin menggunakan satu karakter dan jika karakter yg di gunakan mati kita masih bida gunakan karakter lain nya,1,1,-1,1
Yudha Ark,3,2023-06-01 7:53:39,ketika mau ubah grafik dari settingan grafik rendah ke settingan grafik sedang ada bug world saya mulai dari tanah sampai bangunan jadi warnah putih semua tolong cepetan di fix dong hoyoverse,1,1,-1,-1
Rchn Jr,3,2023-05-04 6:43:49,Kekurangan nya misinya agak terlalu membosankan dan untuk menaikkan level hero agak susah juga tapi saya juga kurang tau cara mendapatkan yang bisa menaikkan level itu apakah harus beli di shop atau bagaimana tapi biasanya di honkai yang lain cara naik levelnya sedikit gampang dari honkai star rail ini,1,-1,-1,-1
Harits,5,2023-04-23 6:46:31,"mungkin banyak orang yg tidak suka dengan Turn based di indonesia, tetapi saya pengemar turn base sejak FF dulu. Ini thebest game turn base yang bermodel anime anime!!",1,-1,-1,1
Diki Anugrah Fitriadi,5,2023-05-02 22:27:47,"Gamenya keren abis,, cara bertarungnya mengingatkanku pada game final fantasy,, keren keren,, semoga tambah banyak lagi hadiah atau ticket gacha untuk karakter bintang 5,, keseluruhan gamenya terbaik sih,,",1,1,1,1
Ye Yu,3,2023-06-03 11:09:53,"gak bisa login, padahal jaringan bagus semua Gmail dan sandi sudah pas,namun masih saja tidak bisa login dan download data game, mohon untuk developer untuk memperbaiki bug tersebut karena saya sangat ingin memainkan game HSR yg satu ini",-1,-1,-1,-1
Aji Boyan,2,2023-04-28 21:47:26,Tolong kepada admin dan tim honkai star rail bahwasanya saya sudah instal aplikasi nya di hp tetapi pas saya unduh data nya di dalam game kenapa ya malah tekeluar sendiri padahal saya mau unduh datanya dan hp saya ram 4 penyimpanan 64 GB tolong diperhatikan dan diperbaiki lagi untuk admin dan tim honkai star rail agar bisa saya mainkan dan para pemain lain selain saya agar bisa menikmati permainan honkai star rail percuma saja sih kalau sudah instal aplikasi nya tetapi gak bisa unduh datanya,-1,-1,-1,-1
Fergan Cok,5,2023-06-06 23:53:43,"Maaf ku turunin bintang nya soal nya koneksi pas mau login nya gak karuan padahal pas di tes kecepatan koneksi 120mbps sekali nya login masalah nya selalu sama koneksi terganggu lah, tidak ada koneksi lah aneh banget",-1,-1,-1,-1
Muhammad Yusuf Rifai,3,2023-04-26 1:59:42,"baru aja main latar belakang gamenya blank jadi putih dan untuk setting tampilan fps, resolusi dll. selalu kembali dari awal tolong cepat diperbaiki.",-1,-1,-1,-1
karim themax,4,2023-04-28 6:35:14,Selama saya bermain saya masi menemukan kendala soal FPS sering lag padahal aku pake hp yang punya ram 8 gb snapdragon 870 masi lag aja kalau genshin impact masi ok kalau rata kanan nggak ada sama sekali lag dan juga main sejam game honkai star rail ini membuat hp cepat panas baru main sejam doang panasnya kaya mau meledak terpaksa aku main sambil pakai kipas tolong mihoyo di optimalkan lagi yah kayak genshin gitu aku maklumin aja karna masi baru gamenya ...oh iya hati hati kalau pakai hp kentan,-1,-1,-1,-1
Febrian Pratama,1,2023-04-28 3:13:06,Game sampah bug dimana-mana untuk handphone dari blackskren terus stuk chat NPC quest. Mending tutup dulu dan benerin. Semakin lama main semakin banyak ketemu bug. 1 bulan gak dibenahin dalam waktu 3 bulan setelah OBT yakin bakal clossing.,-1,-1,-1,-1
Kaila Safira Ailsha,1,2023-04-28 5:58:22,"Maaf hoyo, ini game pertama kalian keluarkan yang buat aku ngebug terus, bener-bener gabisa apa-apa. ini di satu scene pas selesai scene malah error mulu, bug mulu, capek, semoga bisa diselesaikan",-1,-1,-1,-1
Kitsune Blue,1,2023-04-26 15:14:04,"Saya punya masalah yakni tentang konsumsi memori, cpu, dang gpu yang terlalu berat pada game. Untuk loading screen daripada menggunakan 3d render yang mengkonsumsi gpu HP secara berlebihan lebih baik menggunakan vidio atau giv yang terus menerus diulang agar tdk terlalu memberatkan perangkat. Harap utk bisa di perbaiki utk tim Hoyoverse 🙏",-1,-1,-1,-1
satrya alenva,5,2023-05-20 9:53:05,"honkai versi turn base RPG tapi tolong lah jangan terlalu pelit gacha nya , buat farm pun juga lama karena area gak sebesar genshin tapi gacha pelit , ayolah dirubah dikit game baru loh masa sepi gara² gacha pelit update kapan woy , bosen semua quest dah selesai , story gak update² kedepannya tolong di kembangkan seperti final fantasy dan persona min , kalau bisa dengan karakter² itu ada tingkat hubungan nya",-1,-1,-1,-1
Kuroka,4,2023-04-27 11:34:39,"gamenya sudah bagus, tapi apakah bisa gamenya lebih di optimalisasi? soalnya buat main bentar HP langsung panas, berbeda dengan HI3 yg walau dimainin lama tidak cepat panas",1,-1,-1,-1
Muhammad Umam,4,2023-05-25 9:57:41,"Game nya seru sih memang,, bisa eksplore, bisa nyelesain puzzlle terutama di wilayah Loufu,, tapi cuman awal² doang seru nya nanti kalo udah lvl 40an udah kerasa bosannya,juga bisa dibilang dead game.",1,-1,-1,-1
zahira Laune,5,2023-04-26 11:51:55,Sumpah seru bat emang beda dari cara genshin kek satu satu karakter dlu tpi cara main nya jadi l nih tenang cuman menurut ku lumayan banyak bug kaya tiba tiba keluar atau pun re log terus Ama pas lari neken tanda cepat ny gak di tahan malah nahan sendiri jadi buat jalan biasa nya harus berhenti dlu tpi ok lah mohon perbaiki lagi,1,-1,-1,-1
Zaki,5,2023-06-06 19:25:32,"Sejauh ini bagus, tidak ada banyak masalah yg saya temukan didalam game, hanya saja kadang ada bug visual di pinggir layar ketika saya membuka toko dan menu event",-1,-1,-1,-1
Syaidi Abdilah,4,2023-05-09 7:55:08,"Gamenya bagus, alur cerita mendukung serta konsolnya pun bagus, namun sangat disayangkan masih sering error seperti error 1001_3 601,dsb jadi tolong diperbaiki karena HP saya main genshin impact lancar""saja",1,-1,-1,-1
dymas putra,1,2023-04-29 5:43:56,"Maaf sebelumnya saya kasih bintang 1, gk tau kenapa sudah 2x saya reinstall tetep stuck di loading awal setelah pemilihan server. Mungkin hp saya tidak support. Nb: hp saya hp lama, samsung galaxy note 9",-1,-1,-1,-1
Jetsen Kandarani,3,2023-04-28 2:24:43,Bagus tapi kenapa tidak ada multiplayer? Saya mau bermain sama teman saya tapi saya bisanya menggunakan karakter teman saya saja mohon menambahkan co-op multiplayer supaya player lebih asik bermain honkai star rail,1,1,-1,-1
REIZY Yoga ananta,5,2023-05-13 23:32:59,"Alhamdulillah game nya gak error lagi min udah grafik nya bagus top banget dah semoga versi 1.1 nya di lebih bagus sin lagi , charakternya bagus bagus semua sesuai dengan elemen yang di cocok kan buat combo skil",1,1,1,1
Cold Claude,1,2023-04-26 15:13:27,"terlalu berat di login game, tolong untuk login awal di peringan karena berat sekali saat ingin login ke dalam game... itu saja untuk sekarang keluhan saya, overall gamenya bagus bgt kecuali saat login nya",-1,-1,-1,-1
Syaa din,4,2023-04-24 15:10:34,"Aku gak tau knp awal2 login udh ngelag aja, padahal ruangan penyimpanan ku masih luas dan jaringan juga udh Bagus,masih ada bug2 juga di game ny, tolong diperbaiki biar nyaman buat di mainin, txxx >3",-1,-1,-1,-1
Muhammad Syahrul M,3,2023-05-17 10:54:55,"Bagus namun masih banyak yang harus di perbaiki, compres data semaximal mungkin agar menjadi smooth, dan bisa dimainkan di perangkat kentang.",1,-1,-1,-1
Sumarni Djopawiro,5,2023-06-04 12:13:18,"Honkai star rail lumayan bgs lah untuk karakter dan ultimate ny dan mungkin kedepan ny akan banyak event menarik lainny trs jadi mumpung masih event baner ny jing yuan kalian yg suka game turnbase pasti suka game in karna game ini gw rekomend banget buat kalian yg suska karakter anime,HD,dan Scfi.",1,1,-1,1
Atharrasyad Gusty Kayanatama,3,2023-05-07 9:15:42,Sering ngebug patah patah dan ada yg hilang dari bagian di gamenya bahkan nggak gerak sama sekali. Tolong benerin bug nya,-1,-1,-1,-1
Muhammad Zakaria,5,2023-05-27 9:01:58,"Masih ada bug, yaitu MOB/Monster di bbrp map tidak muncul/spawn Seperti RIVET TOWN, BACKWATER PASS, STORAGE ZONE, DAN SUPLLY ZONE. padahal udh nunggu selama 6 jam. tolong perbaiki segera karena saya butuh resource dari mob tersebut",-1,-1,-1,-1
Hayu Anggraina,5,2023-04-26 18:00:22,"Parah nih game bagus banget,gua suka Ama grafik dan alur storynya dan kali ini cara ngelawan musuhnya beda banget Ama di genshin jadi ngerasa santai dan ada hal yang baru juga seperti biasa hoyoverse the best gak ada lawan dehh😭😭👍",1,1,1,1
Fatih Arya wijaya,3,2023-06-03 4:59:58,"Saya kasih bintang segini dulu,karna masih ada masalah kadang kalo mau login suka keluar dari game nya mulu,tolong kedepannya hal ini diperbaiki tetapi overall gamenya oke👍kok",-1,-1,-1,-1
Aditya putra Pratama,1,2023-06-09 15:06:18,"Parah banget gw dah minta ngebenerin masalah login error Ama lag di versi sebelumnya,EMG sih udh dibenerin masalah login error tapi malah nambah bug lain,setelah gw update gamenya jd g mau nge render worldnya texture bangunan,Chara,sama lantainya error malah kaya tembus pandang pdh udh gw uninstall gw reupdate masih aja kek gitu,tolong lah hoyoverse gw jd gabisa main pdhl lagi seru² gw udh minta ke CS juga g ada tanggepan gw kasih gw up ratingnya kalo dah dibenerin",-1,-1,-1,-1
Samuel Arthur,5,2023-04-27 10:03:01,"Asik game ini, saya lanjay dengan hp Xiaomi redmi note 9 pro dengan chipset Snapdragon 723g di grafik sedang serta 60 fps walau agak anget tpi bisa diatasi dengan main didepan kipas heheh, game ini ngasih banyak tiket gacha diawal-awal, bisa dibilang game ini lumayan f2p, untuk rate gacha mungkin agak mengenaskan tapi gak apa saya menikmati game ini kok, lagian juga game ini lebih banyak ngasih reward ketimbang genshin yang hadiah quest tidak sesuai dengan proses nya. overall 9,2/10",1,1,-1,-1
Juni Gavis,5,2023-05-10 23:18:14,"Setelah saya mainkan sejauh ini masih sangat bagus dengan ui genshin impact Character honkai impact, Story nya juga bagus, walaupun turn base tapi tidak membosankan. Tinggal menunggu seperti apa event yang akan hadir kedepannya apakah juga akan mirip seperti event di genshin impact 🤔",1,1,-1,1
trendy indra sejiwo,5,2023-05-03 1:56:45,"best turnbase rpg,akhirnya muncul game pengebrak meta,dg grafik yang mampuni setara ghensin,playstyle yang edan jauh lebih bagus,dan yg paling penting ada animasi ultimate skill yang bikin kangen dari smua game yang ada skarang,best job hoyo",1,1,1,1
Bagus Nofrizal,5,2023-04-27 19:32:17,"Secara keseluruhan mantap si ni game nya , grafik juga ngga perlu diragukan la ya, tapi yang bikin capek baca dialognya , panjang2 bet😅",1,1,-1,-1
An Tu୨୧,3,2023-04-27 1:55:51,"Game nya bagus tapi kenapa ya pas bagian awal, dibagian silver wolf mau ulti itu ngak bisa dan sudah ngulang tapi tetap ngak bisa, di tekan dimana mana juga ngak bisa, tolong perbaiki 🙏🏻",1,-1,-1,-1
A L,5,2023-05-12 13:01:57,"Dari Segi Grafik, Gameplay, Alur, Semuanya Baik Lucu Player²nya Pada Bingung Knp Gk Bisa Lompat/Co-op Wkwkwk Hoyovers Playernya Pada Mengharap Ada Co-op Tuh next Update, kira-kira di kasih gk y,lagi pula ini game RPG turn-base, Dilihat-lihat emang udh sempurna GK ada kekurangan, mereka masih belum mengerti maksudnya kenapa, semangat trus hoyovers",1,1,1,1
Estefania Lorenza .S,5,2023-04-26 17:12:09,"Saya kasih b5 karena ini bagus dari segi grafik maupun suara tapi ini cuman saya atau semua, story lorenya sedikit kurang paham karena complex banget nama""nya.semoga saya bisa lebih paham dan menikmatinya",1,1,1,1
Abdul Rasyid,5,2023-04-27 2:11:23,"Grafik : OK Gameplay : OK Animasi : OK Story : sejauh ini masih OK Gatcha : Fair Berjalan baik di Iqoo Z7, walau HP jadi agak panas tapi masih bisa jalan smooth (sangat baik kalau main pake coolernya)",1,1,1,1
Aditya Purnama,1,2023-04-30 23:39:21,"Belum semua device teroptimalisasi, masih banyak sekali proses loading yang berakhir ke crash. Seperti pada loading setelah gacha, loading menu pengaturan, MAU UPGRADE HERO AJA APLIKASI TELAH BERHENTI. Perangkat ku : samsung S10 plus. DITAMBAH GACHA AMPAS, ENTENG SEKALI UNTUK PENCET TOMBOL UNINSTALL.",-1,-1,-1,-1
Rizaldy Jasmin,4,2023-06-06 8:49:47,"Game yg sangat unik dengan turn base. Ui nya mirip bnget sm genshin, cuma beda istilah saja. Overall game nya seru bisa main dengan santai",1,1,-1,-1
Eizu,4,2023-05-01 2:10:56,"Sesuai ekspektasi, cuma ini Handphone lebih over heat, padahal main Genshin ga se panas ini. Drop rate ya sama seperti game Hoyo lainnya, masih early pengembangan karakter masih cukup sulit.",1,-1,-1,-1
Fahri Dwi Prasetyo,5,2023-06-11 13:18:41,"aku kasih rating game ini 100/90, karena game ini santai, storynya jangan di tanyakan (bagus) plus ada plotwisnya, karakternya cukup mudah di dapatkan, nge gachany ga usah pake duit kalian cukup mainkannya terus dapaet Jade nya ga kayak game sebelah harus bayar, game ini membutuhkan procesornya tinggi untuk lebih hd sekian pendapat saya terima nasib bagi hp kentan ( canda )",1,1,1,-1
